------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=001&race=06&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '001', 'race': '06', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_025.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=001&race=06&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Illinois by County

"All Cancer Sites (All Stages^), 2012-2016"

"White Hispanic, Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Morgan County(6)",17137,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Moultrie County(6)",17139,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Ogle County(6)",17141,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Peoria County(6)",17143,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Perry County(6)",17145,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Piatt County(6)",17147,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Pike County(6)",17149,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Pope County(6)",17151,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Pulaski County(6)",17153,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Putnam County(6)",17155,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Randolph County(6)",17157,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Richland County(6)",17159,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Rock Island County(6)",17161,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Saline County(6)",17165,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Sangamon County(6)",17167,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Schuyler County(6)",17169,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Scott County(6)",17171,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Shelby County(6)",17173,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"St. Clair County(6)",17163,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Stark County(6)",17175,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Stephenson County(6)",17177,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Tazewell County(6)",17179,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Union County(6)",17181,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Vermilion County(6)",17183,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Wabash County(6)",17185,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Warren County(6)",17187,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Washington County(6)",17189,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Wayne County(6)",17191,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"White County(6)",17193,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Whiteside County(6)",17195,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Will County(6)",17197,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Williamson County(6)",17199,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Winnebago County(6)",17201,***,§§ ,§§, §§,§§,§§,§§,§§,§§
"Woodford County(6)",17203,***,§§ ,§§, §§,§§,§§,§§,§§,§§

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:57 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"‡ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"§§, §§§ Data not available [ https://statecancerprofiles.cancer.gov/datanotavailable.html ] for this combination of geography, statistic, age, and race/ethnicity."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

"Data not available [http://statecancerprofiles.cancer.gov/datanotavailable.html] for this combination of geography, cancer site, age, and race/ethnicity."
Data for United States does not include Puerto Rico.
